;gender;name.title;name.first;name.last;location.street.number;location.street.name;location.city;location.state;location.country;location.postcode;location.coordinates.latitude;location.coordinates.longitude;location.timezone.offset;location.timezone.description;email;login.uuid;login.username;login.password;login.salt;login.md5;login.sha1;login.sha256;dob.date;dob.age;registered.date;registered.age;phone;cell;id.name;id.value;picture.large;picture.medium;picture.thumbnail;nat
0;male;Mr;Walter;Anderson;7919;Avondale Ave;Fort Collins;Ohio;United States;31213;-66.8523;-93.6577;0:00;Western Europe Time, London, Lisbon, Casablanca;walter.anderson@example.com;f06c05b3-6d0e-4196-a2b7-e19c08b69866;sadladybug890;bigdawg;y2d6hMAN;34875afa5f46ef4b507e0e091483b8ec;5f7fa997585f25c888d49bdc073c891373a5a0cb;792d9a1e8fce6a6aeaa281cd4c8a5bc46277c599e43a809b9bd57fae03ba28f2;1951-05-30T22:01:48.014Z;71;2013-10-01T14:22:08.220Z;8;(257) 555-3362;6033040653;SSN;412-71-8491;https://randomuser.me/api/portraits/men/80.jpg;https://randomuser.me/api/portraits/med/men/80.jpg;https://randomuser.me/api/portraits/thumb/men/80.jpg;US
1;female;Miss;Sharlene;Stewart;8821;Woodland St;Brisbane;South Australia;Australia;9324;19.8693;-89.5745;-11:00;Midway Island, Samoa;sharlene.stewart@example.com;91530719-9472-43b2-97e1-fadd10ef295e;angrydog766;shogun;6YHe8v6n;07c41cd2b9174ed1c30d15ade7ff1fe4;4281c70e6666ea7d4eb81654898e4fb6e96c7194;7130ab1d1a368519a3aaa7db7f2c9d19f78befc63c2c7b5c6c527e59e1c3e003;1945-01-10T20:41:26.948Z;77;2014-04-03T01:31:42.678Z;8;01-7014-1719;0407867702;TFN;601649072;https://randomuser.me/api/portraits/women/71.jpg;https://randomuser.me/api/portraits/med/women/71.jpg;https://randomuser.me/api/portraits/thumb/women/71.jpg;AU
2;male;Mr;Florent;Arnaud;9679;Avenue Tony-Garnier;Rennes;Dordogne;France;89360;57.5923;13.9521;-11:00;Midway Island, Samoa;florent.arnaud@example.com;1f5e3c02-b09b-42b1-a71b-2e0ceacb13b1;bluekoala114;nimrod;gEc7aTk3;0b02b5bca8fdb3a12f7d6d46593ab091;010c6bda4a3c30b322c801e29a75941fa574213f;c67231aeb4e5152806fa17ba65e8336fc6afea86683f9bbf1901248988c4e274;1951-09-22T00:03:06.330Z;70;2004-12-11T02:22:24.431Z;17;04-64-20-79-97;0627416042;INSEE;1510840828936 17;https://randomuser.me/api/portraits/men/76.jpg;https://randomuser.me/api/portraits/med/men/76.jpg;https://randomuser.me/api/portraits/thumb/men/76.jpg;FR
3;male;Mr;Eric;Sales;2905;Rua Onze ;Blumenau;Alagoas;Brazil;15662;-70.618;55.1009;+6:00;Almaty, Dhaka, Colombo;eric.sales@example.com;6f1c3ea3-400f-41c3-a170-f0b2da37012c;yellowpanda480;almond;u7tHCl7B;95146a21a4f4f015d78f6a8e845254e7;96fd9fb18002452d2c407b40405b3d698eb18bad;2d6db801173b4a3c6e49ce86f70fdc982cda77a6bf018724a366bf0a5eb27a62;1994-06-21T13:36:58.716Z;28;2021-03-19T22:42:31.662Z;1;(71) 6131-1472;4383944035;CPF;031.751.979-90;https://randomuser.me/api/portraits/men/30.jpg;https://randomuser.me/api/portraits/med/men/30.jpg;https://randomuser.me/api/portraits/thumb/men/30.jpg;BR
4;female;Miss;Irânia;Peixoto;6864;Rua São Luiz ;Petrópolis;Paraná;Brazil;24154;23.8602;56.3369;+9:30;Adelaide, Darwin;irania.peixoto@example.com;730cffc4-b72a-4064-b0c4-de5a475ec462;bluelion759;nikki;tvh4feJT;37dbbbad506cc1ab13ad6e2bf05d174f;12b4678516785a9f195639edbca48a9e904025be;b6ee05b5980ac4266e5ba973a52ee10f53980d94e201e02a1e133b3ada118346;1987-12-27T05:50:34.853Z;34;2009-08-06T16:55:43.859Z;13;(21) 2720-9205;6823554655;CPF;992.504.202-25;https://randomuser.me/api/portraits/women/5.jpg;https://randomuser.me/api/portraits/med/women/5.jpg;https://randomuser.me/api/portraits/thumb/women/5.jpg;BR
5;male;Mr;Henry;Snyder;2600;Robinson Rd;Coffs Harbour;Queensland;Australia;8892;-79.326;-157.3481;+7:00;Bangkok, Hanoi, Jakarta;henry.snyder@example.com;5e5873f7-1fb6-4ef4-81a2-6116b475d5e7;lazykoala855;morrison;GZOkM902;fc40d77e07062821f3c9a779f40d7ca1;2b6c8b2eee9b953950734389532a3ee607aff425;9dc99baf05a1e0dbd3a4bde8ece41e01d635320ec01b7f4d7c66901167f1f553;1995-03-10T12:42:34.066Z;27;2003-11-25T07:00:28.064Z;18;06-9489-1083;0477158660;TFN;429015818;https://randomuser.me/api/portraits/men/98.jpg;https://randomuser.me/api/portraits/med/men/98.jpg;https://randomuser.me/api/portraits/thumb/men/98.jpg;AU
6;male;Mr;Ramon;Weaver;1853;Pecan Acres Ln;Hampton;Kentucky;United States;16148;-14.9563;-168.6845;+5:00;Ekaterinburg, Islamabad, Karachi, Tashkent;ramon.weaver@example.com;48152c93-fbff-405b-bb1e-aca82551e119;beautifulduck424;wifey;EmI0fMBD;89b89df751e7ccfec443a813c49a171d;af4db62010f2a0955cd31cc788e37f79bb3c0a74;e17d9342b4e88e333ebdc8b01e85f472a0dbfaa85e6e874965d59350e12bd28a;1991-04-19T02:21:21.984Z;31;2007-01-08T09:22:41.922Z;15;(694) 806-2730;8419929081;SSN;230-38-8745;https://randomuser.me/api/portraits/men/88.jpg;https://randomuser.me/api/portraits/med/men/88.jpg;https://randomuser.me/api/portraits/thumb/men/88.jpg;US
7;female;Mrs;Roberta;Porter;4776;First Street;Lousville;Minnesota;United States;20842;43.0647;50.638;+8:00;Beijing, Perth, Singapore, Hong Kong;roberta.porter@example.com;29bc5032-3b41-4e41-9ad4-6886989ff480;beautifulsnake265;weezer;eChiHgo1;7ca477d92251fceb7d140425d4657f89;9b306ce16b73572048b55ea96d84f824e241f370;209571b68c4fc3ad9cf277b0913937870e696752bf72996d833121731452648c;1976-01-06T05:33:37.978Z;46;2020-09-06T19:33:10.639Z;1;(621) 645-8205;6208077174;SSN;037-15-5412;https://randomuser.me/api/portraits/women/95.jpg;https://randomuser.me/api/portraits/med/women/95.jpg;https://randomuser.me/api/portraits/thumb/women/95.jpg;US
8;female;Miss;Noélie;Meunier;3009;Quai Chauveau;Aubervilliers;Ille-et-Vilaine;France;19872;-3.5171;-86.9737;-3:30;Newfoundland;noelie.meunier@example.com;1338d36d-d4b4-4748-9a29-ffd987de1faf;organicwolf882;missy;QTFqgkHv;6191eb0374cf012ae55873afac4ef015;d9c4fe4be8bc4af505dbd3c53ecd9784a20a9e57;356471aad70ad5ea922bb4721f0f9ef68bee3f42991efe850c099ae38437c5ef;1957-06-21T05:30:56.863Z;65;2006-11-22T04:06:29.367Z;15;04-82-43-84-39;0617934000;INSEE;2570515486497 38;https://randomuser.me/api/portraits/women/68.jpg;https://randomuser.me/api/portraits/med/women/68.jpg;https://randomuser.me/api/portraits/thumb/women/68.jpg;FR
9;female;Miss;Isabella;Roy;7612;Bay Ave;Souris;New Brunswick;Canada;B8V 3C7;-7.0191;131.2381;-6:00;Central Time (US & Canada), Mexico City;isabella.roy@example.com;e21d5bb2-8daa-4063-a039-d1ce13cfb296;brownpanda448;qazxsw;19XjbOsP;afbff925a3df6edd33a4226241b7e4c3;057711de131f43ab7675ba5ff264d2cbdd9be13c;bf52d732cd3f4f724a32786fbad64a54ddedb633c7a0f89b47787db845396a90;1957-01-09T00:31:56.934Z;65;2018-04-21T23:26:29.856Z;4;U50 F03-1594;11941932;SIN;456908961;https://randomuser.me/api/portraits/women/64.jpg;https://randomuser.me/api/portraits/med/women/64.jpg;https://randomuser.me/api/portraits/thumb/women/64.jpg;CA
