;gender;name.title;name.first;name.last;location.street.number;location.street.name;location.city;location.state;location.country;location.postcode;location.coordinates.latitude;location.coordinates.longitude;location.timezone.offset;location.timezone.description;email;login.uuid;login.username;login.password;login.salt;login.md5;login.sha1;login.sha256;dob.date;dob.age;registered.date;registered.age;phone;cell;id.name;id.value;picture.large;picture.medium;picture.thumbnail;nat
0;female;Miss;Harper;Anderson;2528;Queen St;Russell;Alberta;Canada;B2P 1Q7;8.6925;4.6143;-2:00;Mid-Atlantic;harper.anderson@example.com;80464cb0-47b8-4173-96df-2341f08a83b0;yellowcat288;street;BSGgDn1A;e5641c7a0c175d005fb650f4ceb7d38d;57fd9699bff9f7524db78e29825bf29892122c6f;e44cb585af4bec4c26ced3482d530cb9291138c4ea26f0a05551913e59509da8;1962-05-12T06:52:13.912Z;60;2004-03-30T21:22:06.985Z;18;5-627-0010;5-685-5360;SIN;666914742;https://randomuser.me/api/portraits/women/91.jpg;https://randomuser.me/api/portraits/med/women/91.jpg;https://randomuser.me/api/portraits/thumb/women/91.jpg;CA
1;male;Mr;Gabriel;Harcourt;5839;Stanley Way;Grand Falls;Nunavut;Canada;M3Y 1L7;-79.1162;-122.8177;+3:00;Baghdad, Riyadh, Moscow, St. Petersburg;gabriel.harcourt@example.com;0e8a3d88-6903-4b2e-8164-1abaf27c7404;bluebird193;enrico;2bTdC2Dq;8316966bf422124c7ab2a79ca3bf37d7;ac47386e9c6d5e9f81ad7bf08068cf288e5e798a;837d9f8d92f9ccd01066b3fdd3c97b89a2ba7e9224a33e916cabc9e564dd8041;1967-01-12T18:25:59.215Z;55;2002-05-26T08:59:09.088Z;20;8-971-8061;7-432-6816;SIN;428267678;https://randomuser.me/api/portraits/men/75.jpg;https://randomuser.me/api/portraits/med/men/75.jpg;https://randomuser.me/api/portraits/thumb/men/75.jpg;CA
2;male;Mr;Lorenzo;Rodriguez;7090;Rue Bataille;Rennes;Eure-et-Loir;France;74364;16.0487;-117.6669;+6:00;Almaty, Dhaka, Colombo;lorenzo.rodriguez@example.com;ac905689-e69b-4d0b-87d7-4531160c0df7;happybird376;global;ycNBTwgh;4c2e63bd173bfff889d118d945442cc4;4608798b9fe174f3e0908953f651b0d642e75444;2c6be86064ae6a104983fb53f6b9f70325c54ae7c62d89d5f49d741898f1e989;1969-07-25T17:40:56.751Z;53;2011-08-28T01:36:57.136Z;10;32-943-8851;64-649-0556;INSEE;1690617497730 63;https://randomuser.me/api/portraits/men/74.jpg;https://randomuser.me/api/portraits/med/men/74.jpg;https://randomuser.me/api/portraits/thumb/men/74.jpg;FR
3;male;Mr;Evan;Le Gall;746;Rue de Cuire;Brest;Vaucluse;France;75974;48.1371;-108.4811;+3:30;Tehran;evan.legall@example.com;d192ec76-53ad-42a4-91df-8291ef81f364;beautifulgorilla983;wildcat;HUpRr1yV;d119dfb4159c612550546719ad497445;669f4d6a5dc50cd00a83eac48383477a2b75ddc0;e59722c15bf7a0c1b91dd65c7f72a5563d7266ae29905a845a0c16782113c02b;1990-05-17T02:34:18.705Z;32;2011-03-22T05:30:28.286Z;11;10-079-5869;60-076-8299;INSEE;1900478373571 70;https://randomuser.me/api/portraits/men/74.jpg;https://randomuser.me/api/portraits/med/men/74.jpg;https://randomuser.me/api/portraits/thumb/men/74.jpg;FR
4;male;Mr;Nino;Robert;14;Rue Dubois;Fort-de-France;Haut-Rhin;France;58484;-61.5251;-75.3466;+11:00;Magadan, Solomon Islands, New Caledonia;nino.robert@example.com;e8195679-63e4-4ac9-8e76-f16bc67ecb6b;bigwolf729;banzai;VwznCBKw;f1f52331ea68d6821ce3bff014fcc63f;b15bc40233b56ed46a8cb8a69b3857055ae6da1f;3773da88f25dd69c781b43eaf59416ce9d64ba85f0561f392cea1591c23d1266;1956-10-02T15:36:35.386Z;65;2011-10-29T11:39:09.637Z;10;43-893-7955;65-211-6149;INSEE;1560908607880 63;https://randomuser.me/api/portraits/men/11.jpg;https://randomuser.me/api/portraits/med/men/11.jpg;https://randomuser.me/api/portraits/thumb/men/11.jpg;FR
5;female;Mrs;Lorraine;Peterson;359;W Sherman Dr;Rockhampton;South Australia;Australia;1783;-36.9129;77.4598;-2:00;Mid-Atlantic;lorraine.peterson@example.com;60a7b511-6614-477b-b4f6-6ed817a7f088;purpleswan589;progress;FkgXDQ84;48e260d4d499cb9403d7055459adb96a;16337a7e15d5ad37765c1a89f56747606394b354;cca3e2e5eef8065ffc2b8b5cb3e9893ca36105bb7b48fd261209c02a85b9f2ca;1978-04-29T03:25:11.786Z;44;2021-09-07T00:02:02.709Z;0;59-903-3278;40-899-4990;TFN;114609355;https://randomuser.me/api/portraits/women/14.jpg;https://randomuser.me/api/portraits/med/women/14.jpg;https://randomuser.me/api/portraits/thumb/women/14.jpg;AU
6;male;Mr;Jayden;Campbell;3887;Duke St;Flatrock;Nova Scotia;Canada;J8B 6R8;30.2157;-133.9055;+9:00;Tokyo, Seoul, Osaka, Sapporo, Yakutsk;jayden.campbell@example.com;b7ebc40b-2479-4173-bb8c-4b4d6cf06fc7;lazyswan113;cubs;QN6KJRFR;0b3469a6812484d6c149a0439c974d94;7d29ece80b98080320400debaf4cb7a86568cf91;517ee4c7c9b2ffc1088db78325aebbe275816f8d8b29e33d8dfaa6f64e47cba3;1947-11-12T02:34:26.376Z;74;2021-03-21T20:32:38.074Z;1;7-788-3589;7-797-5474;SIN;917741407;https://randomuser.me/api/portraits/men/69.jpg;https://randomuser.me/api/portraits/med/men/69.jpg;https://randomuser.me/api/portraits/thumb/men/69.jpg;CA
7;male;Mr;Nolan;Charles;1674;Place de L'Abbé-Jean-Lebeuf;Toulon;Savoie;France;86742;44.0544;-108.4722;+5:00;Ekaterinburg, Islamabad, Karachi, Tashkent;nolan.charles@example.com;11bf8d9f-01b9-4c4e-bbe5-c58b2c1bdf0d;sadfrog409;helen;7IIUV7x9;89f86b003eb7ac341275f78e0268df55;484536cd5ef90a8e75d980f437731c15e986132f;49a556561467ec2b8e377e42b7992b4fad0d493c150997621b214a3e7377079a;1985-09-30T12:52:00.026Z;36;2021-09-29T14:53:47.574Z;0;13-130-6583;69-509-5928;INSEE;1850847072689 40;https://randomuser.me/api/portraits/men/5.jpg;https://randomuser.me/api/portraits/med/men/5.jpg;https://randomuser.me/api/portraits/thumb/men/5.jpg;FR
8;female;Ms;Joann;Barnes;9239;W Gray St;Geelong;Western Australia;Australia;5452;-26.0223;-49.3375;-3:30;Newfoundland;joann.barnes@example.com;8c563779-511f-4b37-995d-f4ce898322a2;browntiger264;bassman;4dFrUJXD;bcf79b648c74005011ecc9945c0da078;faa82b7daebe17a7f178f17a574b0a69dce1a25a;8dc3808f231ace8152d55e8542b2a6bde5828cb4440a5bfd67b13621fd7c90f5;1950-09-12T06:28:58.946Z;71;2012-09-01T03:42:40.210Z;9;34-559-9530;43-604-6902;TFN;430949221;https://randomuser.me/api/portraits/women/9.jpg;https://randomuser.me/api/portraits/med/women/9.jpg;https://randomuser.me/api/portraits/thumb/women/9.jpg;AU
9;female;Ms;Dayane;Moraes;8203;Rua Rui Barbosa ;Magé;Tocantins;Brazil;53059;-3.0994;151.2138;-5:00;Eastern Time (US & Canada), Bogota, Lima;dayane.moraes@example.com;0da1bde0-d99b-4660-ab94-821c7afeb9e8;organictiger402;1234567890;PMX22E9N;48aad7f9c7519bd190729e82ea87bab3;0b87efa57f503c456c9b2f4c9c897e69e5d66898;3d786b52b19a321f91a6b6a4be5b34901a379c92875ca088e33c781b56e2a5bb;1989-08-01T09:16:52.904Z;33;2016-09-15T14:37:18.093Z;5;372-440-5695;990-714-5888;CPF;324.502.845-09;https://randomuser.me/api/portraits/women/18.jpg;https://randomuser.me/api/portraits/med/women/18.jpg;https://randomuser.me/api/portraits/thumb/women/18.jpg;BR
